2.68E-167,4.89E-11,3.54E-08,1.13E-06,8.60E-06,2.56E-05,3.62E-05,2.56E-05,8.60E-06,1.13E-06,3.54E-08,4.89E-11,2.68E-167,0,0,0,0,0,0,0,0,0,0,0,0
2.27E-167,4.13E-11,2.99E-08,9.56E-07,7.26E-06,2.16E-05,3.06E-05,2.16E-05,7.26E-06,9.56E-07,2.99E-08,4.13E-11,2.27E-167,0,0,0,0,0,0,0,0,0,0,0,0
1.93E-167,3.51E-11,2.54E-08,8.12E-07,6.17E-06,1.84E-05,2.60E-05,1.84E-05,6.17E-06,8.12E-07,2.54E-08,3.51E-11,1.93E-167,0,0,0,0,0,0,0,0,0,0,0,0
1.64E-167,2.99E-11,2.17E-08,6.94E-07,5.27E-06,1.57E-05,2.22E-05,1.57E-05,5.27E-06,6.94E-07,2.17E-08,2.99E-11,1.64E-167,0,0,0,0,0,0,0,0,0,0,0,0
1.41E-167,2.57E-11,1.86E-08,5.95E-07,4.52E-06,1.35E-05,1.90E-05,1.35E-05,4.52E-06,5.95E-07,1.86E-08,2.57E-11,1.41E-167,0,0,0,0,0,0,0,0,0,0,0,0
1.22E-167,2.21E-11,1.60E-08,5.13E-07,3.89E-06,1.16E-05,1.64E-05,1.16E-05,3.89E-06,5.13E-07,1.60E-08,2.21E-11,1.22E-167,0,0,0,0,0,0,0,0,0,0,0,0
1.05E-167,1.92E-11,1.39E-08,4.44E-07,3.37E-06,1.00E-05,1.42E-05,1.00E-05,3.37E-06,4.44E-07,1.39E-08,1.92E-11,1.05E-167,0,0,0,0,0,0,0,0,0,0,0,0
9.14E-168,1.66E-11,1.21E-08,3.86E-07,2.93E-06,8.72E-06,1.23E-05,8.72E-06,2.93E-06,3.86E-07,1.21E-08,1.66E-11,9.14E-168,0,0,0,0,0,0,0,0,0,0,0,0
7.98E-168,1.45E-11,1.05E-08,3.36E-07,2.55E-06,7.61E-06,1.08E-05,7.61E-06,2.55E-06,3.36E-07,1.05E-08,1.45E-11,7.98E-168,0,0,0,0,0,0,0,0,0,0,0,0
6.98E-168,1.27E-11,9.20E-09,2.94E-07,2.24E-06,6.66E-06,9.42E-06,6.66E-06,2.24E-06,2.94E-07,9.20E-09,1.27E-11,6.98E-168,0,0,0,0,0,0,0,0,0,0,0,0
6.13E-168,1.12E-11,8.08E-09,2.59E-07,1.96E-06,5.85E-06,8.28E-06,5.85E-06,1.96E-06,2.59E-07,8.08E-09,1.12E-11,6.13E-168,0,0,0,0,0,0,0,0,0,0,0,0
5.40E-168,9.84E-12,7.12E-09,2.28E-07,1.73E-06,5.16E-06,7.29E-06,5.16E-06,1.73E-06,2.28E-07,7.12E-09,9.84E-12,5.40E-168,0,0,0,0,0,0,0,0,0,0,0,0
